Track,Track Version,Test Case,Matcher,Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN","# of Correspondences",Time,Time (HH:MM:SS)
PunjabiTrack,v1,testcase449,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,ALL,0.0,0.0,0.0,0.0,0,0,15,0,15895860800,00:00:15
PunjabiTrack,v1,testcase449,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,CLASSES,0.0,0.0,0.0,0.0,0,0,11,0,-,-
PunjabiTrack,v1,testcase449,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,PROPERTIES,0.0,0.0,0.0,0.0,0,0,4,0,-,-
PunjabiTrack,v1,testcase449,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,INSTANCES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase233,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,ALL,0.0,0.0,0.0,0.0,0,0,20,0,105824600,00:00:00
PunjabiTrack,v1,testcase233,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,CLASSES,0.0,0.0,0.0,0.0,0,0,20,0,-,-
PunjabiTrack,v1,testcase233,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,PROPERTIES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase233,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,INSTANCES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase1178,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,ALL,0.0,0.0,0.0,0.0,0,0,15,0,674847400,00:00:00
PunjabiTrack,v1,testcase1178,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,CLASSES,0.0,0.0,0.0,0.0,0,0,15,0,-,-
PunjabiTrack,v1,testcase1178,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,PROPERTIES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase1178,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,INSTANCES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase46,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,ALL,0.0,0.0,0.0,0.0,0,0,5,0,91819000,00:00:00
PunjabiTrack,v1,testcase46,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,CLASSES,0.0,0.0,0.0,0.0,0,0,4,0,-,-
PunjabiTrack,v1,testcase46,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,PROPERTIES,0.0,0.0,0.0,0.0,0,0,1,0,-,-
PunjabiTrack,v1,testcase46,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,INSTANCES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase736,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,ALL,0.0,0.0,0.0,0.0,0,0,12,0,87053500,00:00:00
PunjabiTrack,v1,testcase736,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,CLASSES,0.0,0.0,0.0,0.0,0,0,10,0,-,-
PunjabiTrack,v1,testcase736,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,PROPERTIES,0.0,0.0,0.0,0.0,0,0,2,0,-,-
PunjabiTrack,v1,testcase736,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,INSTANCES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase520,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,ALL,0.0,0.0,0.0,0.0,0,0,16,0,102411100,00:00:00
PunjabiTrack,v1,testcase520,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,CLASSES,0.0,0.0,0.0,0.0,0,0,10,0,-,-
PunjabiTrack,v1,testcase520,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,PROPERTIES,0.0,0.0,0.0,0.0,0,0,6,0,-,-
PunjabiTrack,v1,testcase520,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,INSTANCES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase1465,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,ALL,0.0,0.0,0.0,0.0,0,0,10,0,667993400,00:00:00
PunjabiTrack,v1,testcase1465,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,CLASSES,0.0,0.0,0.0,0.0,0,0,10,0,-,-
PunjabiTrack,v1,testcase1465,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,PROPERTIES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase1465,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,INSTANCES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase737,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,ALL,0.0,0.0,0.0,0.0,0,0,123,0,107823800,00:00:00
PunjabiTrack,v1,testcase737,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,CLASSES,0.0,0.0,0.0,0.0,0,0,59,0,-,-
PunjabiTrack,v1,testcase737,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,PROPERTIES,0.0,0.0,0.0,0.0,0,0,64,0,-,-
PunjabiTrack,v1,testcase737,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,INSTANCES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase1752,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,ALL,0.0,0.0,0.0,0.0,0,0,4,0,797909900,00:00:00
PunjabiTrack,v1,testcase1752,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,CLASSES,0.0,0.0,0.0,0.0,0,0,4,0,-,-
PunjabiTrack,v1,testcase1752,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,PROPERTIES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase1752,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,INSTANCES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase521,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,ALL,0.0,0.0,0.0,0.0,0,0,4,0,683455900,00:00:00
PunjabiTrack,v1,testcase521,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,CLASSES,0.0,0.0,0.0,0.0,0,0,4,0,-,-
PunjabiTrack,v1,testcase521,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,PROPERTIES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase521,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,INSTANCES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase1177,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,ALL,0.3333333333333333,0.011049723756906077,0.0,0.0213903743315508,2,4,179,6,1256694700,00:00:01
PunjabiTrack,v1,testcase1177,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,CLASSES,1.0,0.014285714285714285,0.0,0.028169014084507043,2,0,138,2,-,-
PunjabiTrack,v1,testcase1177,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,PROPERTIES,0.0,0.0,0.0,0.0,0,0,41,0,-,-
PunjabiTrack,v1,testcase1177,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,INSTANCES,0.0,0.0,0.0,0.0,0,4,0,4,-,-
PunjabiTrack,v1,testcase738,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,ALL,0.0,0.0,0.0,0.0,0,0,15,0,100263400,00:00:00
PunjabiTrack,v1,testcase738,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,CLASSES,0.0,0.0,0.0,0.0,0,0,11,0,-,-
PunjabiTrack,v1,testcase738,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,PROPERTIES,0.0,0.0,0.0,0.0,0,0,4,0,-,-
PunjabiTrack,v1,testcase738,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,INSTANCES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase45,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,ALL,0.0,0.0,0.0,0.0,0,0,7,0,90677900,00:00:00
PunjabiTrack,v1,testcase45,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,CLASSES,0.0,0.0,0.0,0.0,0,0,6,0,-,-
PunjabiTrack,v1,testcase45,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,PROPERTIES,0.0,0.0,0.0,0.0,0,0,1,0,-,-
PunjabiTrack,v1,testcase45,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,INSTANCES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase522,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,ALL,0.0,0.0,0.0,0.0,0,0,4,0,691130900,00:00:00
PunjabiTrack,v1,testcase522,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,CLASSES,0.0,0.0,0.0,0.0,0,0,4,0,-,-
PunjabiTrack,v1,testcase522,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,PROPERTIES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase522,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,INSTANCES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase1754,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,ALL,0.0,0.0,0.0,0.0,0,0,12,0,132589700,00:00:00
PunjabiTrack,v1,testcase1754,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,CLASSES,0.0,0.0,0.0,0.0,0,0,10,0,-,-
PunjabiTrack,v1,testcase1754,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,PROPERTIES,0.0,0.0,0.0,0.0,0,0,2,0,-,-
PunjabiTrack,v1,testcase1754,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,INSTANCES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase790,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,ALL,0.0,0.0,0.0,0.0,0,0,16,0,90108500,00:00:00
PunjabiTrack,v1,testcase790,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,CLASSES,0.0,0.0,0.0,0.0,0,0,10,0,-,-
PunjabiTrack,v1,testcase790,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,PROPERTIES,0.0,0.0,0.0,0.0,0,0,6,0,-,-
PunjabiTrack,v1,testcase790,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,INSTANCES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase810,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,ALL,0.0,0.0,0.0,0.0,0,0,77,0,85755000,00:00:00
PunjabiTrack,v1,testcase810,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,CLASSES,0.0,0.0,0.0,0.0,0,0,49,0,-,-
PunjabiTrack,v1,testcase810,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,PROPERTIES,0.0,0.0,0.0,0.0,0,0,28,0,-,-
PunjabiTrack,v1,testcase810,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,INSTANCES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase1179,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,ALL,0.0,0.0,0.0,0.0,0,0,15,0,679753400,00:00:00
PunjabiTrack,v1,testcase1179,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,CLASSES,0.0,0.0,0.0,0.0,0,0,15,0,-,-
PunjabiTrack,v1,testcase1179,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,PROPERTIES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase1179,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,INSTANCES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase234,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,ALL,0.0,0.0,0.0,0.0,0,0,9,0,693185300,00:00:00
PunjabiTrack,v1,testcase234,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,CLASSES,0.0,0.0,0.0,0.0,0,0,9,0,-,-
PunjabiTrack,v1,testcase234,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,PROPERTIES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase234,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,INSTANCES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase1250,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,ALL,0.0,0.0,0.0,0.0,0,0,7,0,93461300,00:00:00
PunjabiTrack,v1,testcase1250,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,CLASSES,0.0,0.0,0.0,0.0,0,0,6,0,-,-
PunjabiTrack,v1,testcase1250,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,PROPERTIES,0.0,0.0,0.0,0.0,0,0,1,0,-,-
PunjabiTrack,v1,testcase1250,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,INSTANCES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase1466,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,ALL,0.0,0.0,0.0,0.0,0,0,11,0,93762300,00:00:00
PunjabiTrack,v1,testcase1466,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,CLASSES,0.0,0.0,0.0,0.0,0,0,11,0,-,-
PunjabiTrack,v1,testcase1466,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,PROPERTIES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase1466,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,INSTANCES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase1753,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,ALL,0.0,0.0,0.0,0.0,0,0,4,0,865955200,00:00:00
PunjabiTrack,v1,testcase1753,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,CLASSES,0.0,0.0,0.0,0.0,0,0,4,0,-,-
PunjabiTrack,v1,testcase1753,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,PROPERTIES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase1753,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,INSTANCES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase235,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,ALL,0.0,0.0,0.0,0.0,0,0,8,0,641991900,00:00:00
PunjabiTrack,v1,testcase235,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,CLASSES,0.0,0.0,0.0,0.0,0,0,8,0,-,-
PunjabiTrack,v1,testcase235,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,PROPERTIES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase235,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,INSTANCES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase44,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,ALL,0.0,0.0,0.0,0.0,0,0,9,0,674433700,00:00:00
PunjabiTrack,v1,testcase44,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,CLASSES,0.0,0.0,0.0,0.0,0,0,9,0,-,-
PunjabiTrack,v1,testcase44,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,PROPERTIES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase44,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,INSTANCES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase1175,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,ALL,0.0,0.0,0.0,0.0,0,0,7,0,87436900,00:00:00
PunjabiTrack,v1,testcase1175,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,CLASSES,0.0,0.0,0.0,0.0,0,0,6,0,-,-
PunjabiTrack,v1,testcase1175,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,PROPERTIES,0.0,0.0,0.0,0.0,0,0,1,0,-,-
PunjabiTrack,v1,testcase1175,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,INSTANCES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase159,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,ALL,0.0,0.0,0.0,0.0,0,0,4,0,704635600,00:00:00
PunjabiTrack,v1,testcase159,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,CLASSES,0.0,0.0,0.0,0.0,0,0,4,0,-,-
PunjabiTrack,v1,testcase159,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,PROPERTIES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase159,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,INSTANCES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase1750,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,ALL,0.0,0.0,0.0,0.0,0,0,13,0,15990949500,00:00:15
PunjabiTrack,v1,testcase1750,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,CLASSES,0.0,0.0,0.0,0.0,0,0,8,0,-,-
PunjabiTrack,v1,testcase1750,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,PROPERTIES,0.0,0.0,0.0,0.0,0,0,5,0,-,-
PunjabiTrack,v1,testcase1750,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,INSTANCES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase1678,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,ALL,0.0,0.0,0.0,0.0,0,0,16,0,93910100,00:00:00
PunjabiTrack,v1,testcase1678,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,CLASSES,0.0,0.0,0.0,0.0,0,0,10,0,-,-
PunjabiTrack,v1,testcase1678,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,PROPERTIES,0.0,0.0,0.0,0.0,0,0,6,0,-,-
PunjabiTrack,v1,testcase1678,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,INSTANCES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase230,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,ALL,0.0,0.0,0.0,0.0,0,0,14,0,95371800,00:00:00
PunjabiTrack,v1,testcase230,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,CLASSES,0.0,0.0,0.0,0.0,0,0,10,0,-,-
PunjabiTrack,v1,testcase230,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,PROPERTIES,0.0,0.0,0.0,0.0,0,0,4,0,-,-
PunjabiTrack,v1,testcase230,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,INSTANCES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase1462,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,ALL,0.0,0.0,0.0,0.0,0,0,7,0,89016200,00:00:00
PunjabiTrack,v1,testcase1462,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,CLASSES,0.0,0.0,0.0,0.0,0,0,6,0,-,-
PunjabiTrack,v1,testcase1462,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,PROPERTIES,0.0,0.0,0.0,0.0,0,0,1,0,-,-
PunjabiTrack,v1,testcase1462,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,INSTANCES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase446,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,ALL,0.0,0.0,0.0,0.0,0,0,7,0,85606500,00:00:00
PunjabiTrack,v1,testcase446,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,CLASSES,0.0,0.0,0.0,0.0,0,0,6,0,-,-
PunjabiTrack,v1,testcase446,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,PROPERTIES,0.0,0.0,0.0,0.0,0,0,1,0,-,-
