Track,Track Version,Test Case,Matcher,Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN","# of Correspondences",Time,Time (HH:MM:SS)
PunjabiTrack,v1,testcase694,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,PROPERTIES,0.0,0.0,0.0,0.0,0,0,4,0,-,-
PunjabiTrack,v1,testcase694,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,INSTANCES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase426,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,ALL,0.0,0.0,0.0,0.0,0,0,13,0,15794170800,00:00:15
PunjabiTrack,v1,testcase426,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,CLASSES,0.0,0.0,0.0,0.0,0,0,8,0,-,-
PunjabiTrack,v1,testcase426,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,PROPERTIES,0.0,0.0,0.0,0.0,0,0,5,0,-,-
PunjabiTrack,v1,testcase426,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,INSTANCES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase134,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,ALL,0.0,0.0,0.0,0.0,0,0,12,0,98216800,00:00:00
PunjabiTrack,v1,testcase134,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,CLASSES,0.0,0.0,0.0,0.0,0,0,10,0,-,-
PunjabiTrack,v1,testcase134,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,PROPERTIES,0.0,0.0,0.0,0.0,0,0,2,0,-,-
PunjabiTrack,v1,testcase134,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,INSTANCES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase1003,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,ALL,1.0,0.06666666666666667,0.0,0.125,1,0,14,1,865348200,00:00:00
PunjabiTrack,v1,testcase1003,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,CLASSES,1.0,0.06666666666666667,0.0,0.125,1,0,14,1,-,-
PunjabiTrack,v1,testcase1003,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,PROPERTIES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase1003,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,INSTANCES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase1271,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,ALL,0.0,0.0,0.0,0.0,0,0,15,0,96848200,00:00:00
PunjabiTrack,v1,testcase1271,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,CLASSES,0.0,0.0,0.0,0.0,0,0,12,0,-,-
PunjabiTrack,v1,testcase1271,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,PROPERTIES,0.0,0.0,0.0,0.0,0,0,3,0,-,-
PunjabiTrack,v1,testcase1271,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,INSTANCES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase421,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,ALL,0.0,0.0,0.0,0.0,0,0,88,0,90104800,00:00:00
PunjabiTrack,v1,testcase421,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,CLASSES,0.0,0.0,0.0,0.0,0,0,29,0,-,-
PunjabiTrack,v1,testcase421,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,PROPERTIES,0.0,0.0,0.0,0.0,0,0,59,0,-,-
PunjabiTrack,v1,testcase421,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,INSTANCES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase637,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,ALL,0.3333333333333333,0.011049723756906077,0.0,0.0213903743315508,2,4,179,6,1279183800,00:00:01
PunjabiTrack,v1,testcase637,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,CLASSES,1.0,0.014285714285714285,0.0,0.028169014084507043,2,0,138,2,-,-
PunjabiTrack,v1,testcase637,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,PROPERTIES,0.0,0.0,0.0,0.0,0,0,41,0,-,-
PunjabiTrack,v1,testcase637,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,INSTANCES,0.0,0.0,0.0,0.0,0,4,0,4,-,-
PunjabiTrack,v1,testcase1219,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,ALL,1.0,0.21428571428571427,0.0,0.35294117647058826,3,0,11,3,678748500,00:00:00
PunjabiTrack,v1,testcase1219,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,CLASSES,1.0,0.23076923076923078,0.0,0.375,3,0,10,3,-,-
PunjabiTrack,v1,testcase1219,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,PROPERTIES,0.0,0.0,0.0,0.0,0,0,1,0,-,-
PunjabiTrack,v1,testcase1219,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,INSTANCES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase1487,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,ALL,0.0,0.0,0.0,0.0,0,0,17,0,15648498200,00:00:15
PunjabiTrack,v1,testcase1487,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,CLASSES,0.0,0.0,0.0,0.0,0,0,14,0,-,-
PunjabiTrack,v1,testcase1487,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,PROPERTIES,0.0,0.0,0.0,0.0,0,0,3,0,-,-
PunjabiTrack,v1,testcase1487,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,INSTANCES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase638,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,ALL,1.0,0.06666666666666667,0.0,0.125,1,0,14,1,721795500,00:00:00
PunjabiTrack,v1,testcase638,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,CLASSES,1.0,0.06666666666666667,0.0,0.125,1,0,14,1,-,-
PunjabiTrack,v1,testcase638,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,PROPERTIES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase638,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,INSTANCES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase1774,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,ALL,0.0,0.0,0.0,0.0,0,0,10,0,714699100,00:00:00
PunjabiTrack,v1,testcase1774,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,CLASSES,0.0,0.0,0.0,0.0,0,0,10,0,-,-
PunjabiTrack,v1,testcase1774,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,PROPERTIES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase1774,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,INSTANCES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase1506,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,ALL,0.0,0.0,0.0,0.0,0,0,23,0,15421899600,00:00:15
PunjabiTrack,v1,testcase1506,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,CLASSES,0.0,0.0,0.0,0.0,0,0,19,0,-,-
PunjabiTrack,v1,testcase1506,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,PROPERTIES,0.0,0.0,0.0,0.0,0,0,4,0,-,-
PunjabiTrack,v1,testcase1506,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,INSTANCES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase690,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,ALL,0.0,0.0,0.0,0.0,0,0,9,0,663506700,00:00:00
PunjabiTrack,v1,testcase690,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,CLASSES,0.0,0.0,0.0,0.0,0,0,9,0,-,-
PunjabiTrack,v1,testcase690,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,PROPERTIES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase690,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,INSTANCES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase422,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,ALL,0.0,0.0,0.0,0.0,0,0,16,0,101556400,00:00:00
PunjabiTrack,v1,testcase422,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,CLASSES,0.0,0.0,0.0,0.0,0,0,13,0,-,-
PunjabiTrack,v1,testcase422,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,PROPERTIES,0.0,0.0,0.0,0.0,0,0,3,0,-,-
PunjabiTrack,v1,testcase422,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,INSTANCES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase1199,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,ALL,0.0,0.0,0.0,0.0,0,0,9,0,701631400,00:00:00
PunjabiTrack,v1,testcase1199,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,CLASSES,0.0,0.0,0.0,0.0,0,0,9,0,-,-
PunjabiTrack,v1,testcase1199,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,PROPERTIES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase1199,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,INSTANCES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase925,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,ALL,0.0,0.0,0.0,0.0,0,0,16,0,103093300,00:00:00
PunjabiTrack,v1,testcase925,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,CLASSES,0.0,0.0,0.0,0.0,0,0,10,0,-,-
PunjabiTrack,v1,testcase925,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,PROPERTIES,0.0,0.0,0.0,0.0,0,0,6,0,-,-
PunjabiTrack,v1,testcase925,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,INSTANCES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase639,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,ALL,1.0,0.06666666666666667,0.0,0.125,1,0,14,1,684256700,00:00:00
PunjabiTrack,v1,testcase639,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,CLASSES,1.0,0.06666666666666667,0.0,0.125,1,0,14,1,-,-
PunjabiTrack,v1,testcase639,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,PROPERTIES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase639,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,INSTANCES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase423,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,ALL,0.0,0.0,0.0,0.0,0,0,16,0,106713000,00:00:00
PunjabiTrack,v1,testcase423,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,CLASSES,0.0,0.0,0.0,0.0,0,0,13,0,-,-
PunjabiTrack,v1,testcase423,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,PROPERTIES,0.0,0.0,0.0,0.0,0,0,3,0,-,-
PunjabiTrack,v1,testcase423,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,INSTANCES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase1776,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,ALL,0.0,0.0,0.0,0.0,0,5,181,5,1274068500,00:00:01
PunjabiTrack,v1,testcase1776,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,CLASSES,0.0,0.0,0.0,0.0,0,1,139,1,-,-
PunjabiTrack,v1,testcase1776,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,PROPERTIES,0.0,0.0,0.0,0.0,0,0,42,0,-,-
PunjabiTrack,v1,testcase1776,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,INSTANCES,0.0,0.0,0.0,0.0,0,4,0,4,-,-
PunjabiTrack,v1,testcase1508,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,ALL,0.0,0.0,0.0,0.0,0,1,19,1,16058408000,00:00:16
PunjabiTrack,v1,testcase1508,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,CLASSES,0.0,0.0,0.0,0.0,0,0,19,0,-,-
PunjabiTrack,v1,testcase1508,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,PROPERTIES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase1508,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,INSTANCES,0.0,0.0,0.0,0.0,0,1,0,1,-,-
PunjabiTrack,v1,testcase691,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,ALL,0.0,0.0,0.0,0.0,0,0,7,0,84253400,00:00:00
PunjabiTrack,v1,testcase691,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,CLASSES,0.0,0.0,0.0,0.0,0,0,6,0,-,-
PunjabiTrack,v1,testcase691,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,PROPERTIES,0.0,0.0,0.0,0.0,0,0,1,0,-,-
PunjabiTrack,v1,testcase691,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,INSTANCES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase1560,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,ALL,0.0,0.0,0.0,0.0,0,0,13,0,15388810700,00:00:15
PunjabiTrack,v1,testcase1560,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,CLASSES,0.0,0.0,0.0,0.0,0,0,8,0,-,-
PunjabiTrack,v1,testcase1560,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,PROPERTIES,0.0,0.0,0.0,0.0,0,0,5,0,-,-
PunjabiTrack,v1,testcase1560,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,INSTANCES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase710,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,ALL,1.0,0.016260162601626018,0.0,0.032,2,0,121,2,126248600,00:00:00
PunjabiTrack,v1,testcase710,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,CLASSES,1.0,0.03389830508474576,0.0,0.06557377049180328,2,0,57,2,-,-
PunjabiTrack,v1,testcase710,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,PROPERTIES,0.0,0.0,0.0,0.0,0,0,64,0,-,-
PunjabiTrack,v1,testcase710,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,INSTANCES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase927,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,ALL,0.0,0.0,0.0,0.0,0,0,4,0,724677700,00:00:00
PunjabiTrack,v1,testcase927,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,CLASSES,0.0,0.0,0.0,0.0,0,0,4,0,-,-
PunjabiTrack,v1,testcase927,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,PROPERTIES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase927,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,INSTANCES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase135,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,ALL,0.0,0.0,0.0,0.0,0,0,121,0,112621200,00:00:00
PunjabiTrack,v1,testcase135,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,CLASSES,0.0,0.0,0.0,0.0,0,0,57,0,-,-
PunjabiTrack,v1,testcase135,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,PROPERTIES,0.0,0.0,0.0,0.0,0,0,64,0,-,-
PunjabiTrack,v1,testcase135,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,INSTANCES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase1272,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,ALL,1.0,0.02702702702702703,0.0,0.052631578947368425,2,0,72,2,95754500,00:00:00
PunjabiTrack,v1,testcase1272,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,CLASSES,1.0,0.05263157894736842,0.0,0.1,2,0,36,2,-,-
PunjabiTrack,v1,testcase1272,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,PROPERTIES,0.0,0.0,0.0,0.0,0,0,36,0,-,-
PunjabiTrack,v1,testcase1272,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,INSTANCES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase711,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,ALL,1.0,0.13333333333333333,0.0,0.23529411764705882,2,0,13,2,167915300,00:00:00
PunjabiTrack,v1,testcase711,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,CLASSES,1.0,0.18181818181818182,0.0,0.3076923076923077,2,0,9,2,-,-
PunjabiTrack,v1,testcase711,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,PROPERTIES,0.0,0.0,0.0,0.0,0,0,4,0,-,-
PunjabiTrack,v1,testcase711,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,INSTANCES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase1004,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,ALL,0.0,0.0,0.0,0.0,0,0,15,0,870178400,00:00:00
PunjabiTrack,v1,testcase1004,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,CLASSES,0.0,0.0,0.0,0.0,0,0,15,0,-,-
PunjabiTrack,v1,testcase1004,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,PROPERTIES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase1004,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,INSTANCES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase926,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,ALL,0.0,0.0,0.0,0.0,0,0,4,0,717129600,00:00:00
PunjabiTrack,v1,testcase926,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,CLASSES,0.0,0.0,0.0,0.0,0,0,4,0,-,-
PunjabiTrack,v1,testcase926,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,PROPERTIES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase926,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,INSTANCES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase1488,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,ALL,0.0,0.0,0.0,0.0,0,0,17,0,15737909000,00:00:15
PunjabiTrack,v1,testcase1488,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,CLASSES,0.0,0.0,0.0,0.0,0,0,14,0,-,-
PunjabiTrack,v1,testcase1488,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,PROPERTIES,0.0,0.0,0.0,0.0,0,0,3,0,-,-
PunjabiTrack,v1,testcase1488,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,INSTANCES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase1775,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,ALL,0.0,0.0,0.0,0.0,0,0,11,0,91416900,00:00:00
PunjabiTrack,v1,testcase1775,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,CLASSES,0.0,0.0,0.0,0.0,0,0,11,0,-,-
PunjabiTrack,v1,testcase1775,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,PROPERTIES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
PunjabiTrack,v1,testcase1775,C:\Files\TestingdatasettoOAEIformattesting\MatchingSystems\logmap-lite-melt-oaei-2021-web-latest.tar.gz,INSTANCES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
